10, 0, 1
11, 0, 2
12, 0, 3
13, 1, 5
14, 2, 8
15, 3, 12
16, 5, 17
17, 7, 26
18, 10, 36
19, 15, 50
20, 20, 68
21, 27, 90
22, 36, 120
23, 50, 154
24, 62, 217
25, 80, 261
26, 102, 339
27, 130, 447
28, 170, 578
29, 208, 752
30, 260, 935
31, 322, 1152
32, 404, 1429
33, 486, 2017
34, 584, 2114
35, 701, 2539
